question,answer
What is the ICAO code for Cerro Largo International Airport?,SUMO
What is the ICAO code for Sanga-Sanga Airport?,RPMN
What is the ICAO code for Mount Hagen Airport?,AYMH
What is the ICAO code for Havryshivka Vinnytsia International Airport?,UKWW
What is the ICAO code for Toussus-le-Noble Airport?,LFPN
"What is the ICAO code for Sogndal Airport, Haukåsen?",ENSG
What is the ICAO code for Sam Mbakwe Airport?,DNIM
What is the ICAO code for Tancredo Neves International Airport?,SBCF
What is the ICAO code for Durham Downs Airport?,YDRH
What is the ICAO code for Sfax–Thyna International Airport?,DTTX
What is the ICAO code for RAF Marham?,EGYM
What is the ICAO code for Pimenta Bueno Airport?,SWPM
What is the ICAO code for María Montez International Airport?,MDBH
What is the ICAO code for Miami Executive Airport?,KTMB
What is the ICAO code for Rurutu Airport?,NTAR
What is the ICAO code for Gregory Downs Airport?,YGDS
What is the ICAO code for Melbourne Orlando International Airport?,KMLB
What is the ICAO code for Tehran Imam Khomeini International Airport?,OIIE
What is the ICAO code for Valesdir Airport?,NVSV
What is the ICAO code for Metro Field?,PABK
What is the ICAO code for Ampara Airport?,VCCG
What is the ICAO code for Wuhu Xuanzhou Airport?,ZSWA
What is the ICAO code for Qikiqtarjuaq Airport?,CYVM
What is the ICAO code for Río Amazonas Airport?,SEPA
What is the ICAO code for Nashville International Airport?,KBNA
What is the ICAO code for Quaqtaq Airport?,CYHA
What is the ICAO code for Pine Ridge Airport?,KIEN
What is the ICAO code for Aggeneys Airport?,FAAG
What is the ICAO code for A.L. Mangham Jr. Regional Airport?,KOCH
What is the ICAO code for Pacific City State Airport?,KPFC
What is the ICAO code for Greenwood County Airport?,KGRD
What is the ICAO code for Niort - Souché Airport?,LFBN
What is the ICAO code for Catarman National Airport?,RPVF
What is the ICAO code for Shelbyville Municipal Airport?,KSYI
What is the ICAO code for Songyuan Chaganhu Airport?,ZYSQ
What is the ICAO code for Mauke Airport?,NCMK
What is the ICAO code for Tsiroanomandidy Airport?,FMMX
What is the ICAO code for Ghriss Airport?,DAOV
What is the ICAO code for Changzhou Benniu Airport?,ZSCG
What is the ICAO code for Fletcher Field?,KCKM
What is the ICAO code for Princess Juliana International Airport?,TNCM
What is the ICAO code for Sangster International Airport?,MKJS
What is the ICAO code for Okadama Airport?,RJCO
What is the ICAO code for Alert Airport?,CYLT
What is the ICAO code for Verona Villafranca Airport?,LIPX
What is the ICAO code for South Bend International Airport?,KSBN
What is the ICAO code for Iğdır Airport?,LTCT
What is the ICAO code for Air Force Base Hoedspruit?,FAHS
What is the ICAO code for Donetsk International Airport?,UKCC
What is the ICAO code for Hola Airport?,HKHO
What is the ICAO code for Lumberton Municipal Airport?,KLBT
What is the ICAO code for Balurghat Airport?,VEBG
What is the ICAO code for Kadena Air Base?,RODN
What is the ICAO code for Soure Airport?,SNSW
What is the ICAO code for Ngloram Airport?,WARC
What is the ICAO code for Łódź Władysław Reymont Airport?,EPLL
What is the ICAO code for Pantnagar Airport?,VIPT
What is the ICAO code for Al Najaf International Airport?,ORNI
What is the ICAO code for Shizuoka Airport?,RJNS
What is the ICAO code for Lombok International Airport?,WADL
What is the ICAO code for Gamboma Airport?,FCOG
What is the ICAO code for Olney Municipal Airport?,KONY
What is the ICAO code for Finke Airport?,YFNE
What is the ICAO code for Propriano Airport?,LFKO
What is the ICAO code for Mbambanakira Airport?,AGGI
What is the ICAO code for Middleton Island Airport?,PAMD
What is the ICAO code for Coonamble Airport?,YCNM
What is the ICAO code for Tortolì Airport?,LIET
What is the ICAO code for Jorge Jiménez Cantú National Airport?,MMJC
What is the ICAO code for Halifax Stanfield International Airport?,CYHZ
What is the ICAO code for Crystal Airport?,KMIC
What is the ICAO code for Corpus Christi International Airport?,KCRP
What is the ICAO code for Hemavan Tärnaby Airport?,ESUT
What is the ICAO code for Kompiam Airport?,AYAQ
What is the ICAO code for Pingtung South Airport?,RCDC
What is the ICAO code for Prince George Airport?,CYXS
What is the ICAO code for Undara Airport?,YUDA
What is the ICAO code for Sacramento International Airport?,KSMF
What is the ICAO code for Lisbon Portela Airport?,LPPT
What is the ICAO code for Ángel Albino Corzo International Airport?,MMTG
What is the ICAO code for Constanza Airport?,MDCZ
What is the ICAO code for Abaiang Atoll Airport?,NGAB
What is the ICAO code for Chios Island National Airport?,LGHI
What is the ICAO code for Marcala Airport?,MHMA
What is the ICAO code for Benina International Airport?,HLLB
What is the ICAO code for Chu Lai International Airport?,VVCA
What is the ICAO code for Kajaani Airport?,EFKI
What is the ICAO code for Zhangjiakou Ningyuan Airport?,ZBZJ
What is the ICAO code for Dien Bien Phu Airport?,VVDB
What is the ICAO code for Dakhla Airport?,GMMH
What is the ICAO code for Olive Branch Airport?,KOLV
What is the ICAO code for Dubbo Regional Airport?,YSDU
What is the ICAO code for Calbayog Airport?,RPVC
What is the ICAO code for Belo Horizonte/Pampulha – Carlos Drummond de Andrade Airport?,SBBH
What is the ICAO code for Choiseul Bay Airport?,AGGC
What is the ICAO code for Paulo Afonso Airport?,SBUF
What is the ICAO code for Fayetteville Regional Airport?,KFAY
What is the ICAO code for Boise Air Terminal?,KBOI
What is the ICAO code for Cafunfo Airport?,FNCF
What is the ICAO code for Yangambi Airport?,FZIR
What is the ICAO code for Al-Jawf Domestic Airport?,OESK
What is the ICAO code for Janakpur Airport?,VNJP
What is the ICAO code for Souanké Airport?,FCOS
What is the ICAO code for Benjamín Rivera Noriega Airport?,TJCP
What is the ICAO code for Dr. Antonio Nicolás Briceño Airport?,SVVL
What is the ICAO code for Gustavo Artunduaga Paredes Airport?,SKFL
What is the ICAO code for NOLF Barin?,KNBJ
What is the ICAO code for NAS Lemoore?,KNLC
What is the ICAO code for El Fasher Airport?,HSFS
What is the ICAO code for Wollogorang Airport?,YWOR
What is the ICAO code for Cascais Municipal Aerodrome?,LPCS
What is the ICAO code for Southwest Minnesota Regional Airport?,KMML
What is the ICAO code for Tanga Airport?,HTTG
What is the ICAO code for Kickapoo Downtown Airport?,KCWC
What is the ICAO code for Cengiz Topel Naval Air Station?,LTBQ
What is the ICAO code for Monastir Habib Bourguiba International Airport?,DTMB
What is the ICAO code for Al Wajh Domestic Airport?,OEWJ
What is the ICAO code for Île des Pins Airport?,NWWE
What is the ICAO code for Charles B. Wheeler Downtown Airport?,KMKC
What is the ICAO code for Dodoma Airport?,HTDO
What is the ICAO code for Tapini Airport?,AYTI
What is the ICAO code for Mildura Airport?,YMIA
What is the ICAO code for Vance Air Force Base?,KEND
What is the ICAO code for Spring Creek Airport?,YSPK
What is the ICAO code for Calvi – Sainte-Catherine Airport?,LFKC
What is the ICAO code for Pantelleria Airport?,LICG
What is the ICAO code for Ladysmith Airport?,FALY
What is the ICAO code for Virgil I. Grissom Municipal Airport?,KBFR
What is the ICAO code for Combolcha Airport?,HADC
What is the ICAO code for Shenyang Taoxian International Airport?,ZYTX
What is the ICAO code for Gloucestershire Airport?,EGBJ
What is the ICAO code for Puerto Lempira Airport?,MHPL
What is the ICAO code for Mondulkiri Airport?,VDMK
What is the ICAO code for Baldwin County Airport?,KMLJ
What is the ICAO code for Araxá Airport?,SBAX
What is the ICAO code for Qishn Airport?,OYQN
What is the ICAO code for Nanyuki Airport?,HKNY
What is the ICAO code for Tapuruquara Airport?,SWTP
What is the ICAO code for Vopnafjörður Airport?,BIVO
What is the ICAO code for McGrath Airport?,PAMC
What is the ICAO code for Incirlik Air Base?,LTAG
What is the ICAO code for Kumasi Airport?,DGSI
What is the ICAO code for Teniente Julio Gallardo Airport?,SCNT
What is the ICAO code for Gaziantep Oğuzeli International Airport?,LTAJ
What is the ICAO code for Queenstown Airport?,FAQT
What is the ICAO code for General Manuel Serrano Airport?,SEMH
What is the ICAO code for Ulyanovsk Vostochny Airport?,UWLW
What is the ICAO code for Akureyri Airport?,BIAR
What is the ICAO code for Sharp County Regional Airport?,KCVK
What is the ICAO code for Malanje Airport?,FNMA
What is the ICAO code for Johnson County Airport?,KBYG
What is the ICAO code for Usharal Airport?,UAAL
What is the ICAO code for Stephens Island Airport?,YSTI
What is the ICAO code for Toulon–Hyères Airport?,LFTH
What is the ICAO code for Târgu Mureș International Airport?,LRTM
What is the ICAO code for Ancona Falconara Airport?,LIPY
What is the ICAO code for Valdosta Regional Airport?,KVLD
What is the ICAO code for Kennett Memorial Airport?,KTKX
What is the ICAO code for Tarakbits Airport?,AYTT
What is the ICAO code for Zanjan Airport?,OITZ
What is the ICAO code for Dinard–Pleurtuit–Saint-Malo Airport?,LFRD
What is the ICAO code for Skardu Airport?,OPSD
What is the ICAO code for Asaba International Airport?,DNAS
What is the ICAO code for Grand Marais/Cook County Airport?,KCKC
What is the ICAO code for Stephenville Clark Regional Airport?,KSEP
What is the ICAO code for Blumenau Airport?,SSBL
What is the ICAO code for Ulaangom Airport?,ZMUG
What is the ICAO code for Bremerhaven Airport?,EDWB
What is the ICAO code for Lee Gilmer Memorial Airport?,KGVL
What is the ICAO code for Juan Mendoza Airport?,SLOR
What is the ICAO code for Semera Airport?,HASM
What is the ICAO code for Palm Springs International Airport?,KPSP
What is the ICAO code for Davenport Downs Airport?,YDPD
What is the ICAO code for Akutan Airport?,PAUT
What is the ICAO code for Mercedita Airport?,TJPS
What is the ICAO code for Great Harbour Cay Airport?,MYBG
What is the ICAO code for St Mary's Airport?,EGHE
What is the ICAO code for Olaya Herrera Airport?,SKMD
What is the ICAO code for Malacca International Airport?,WMKM
What is the ICAO code for Savannakhet Airport?,VLSK
What is the ICAO code for Engati Airport?,AYEN
What is the ICAO code for Gooding Municipal Airport?,KGNG
What is the ICAO code for Roskilde Airport?,EKRK
What is the ICAO code for Tinker Air Force Base?,KTIK
What is the ICAO code for Mueda Airport?,FQMD
What is the ICAO code for Bonaventure Airport?,CYVB
What is the ICAO code for Tobolsk Airport?,USTO
What is the ICAO code for Grundarfjörður Airport?,BIGF
What is the ICAO code for Tom Price Airport?,YTMP
What is the ICAO code for Buffalo Range Airport?,FVCZ
What is the ICAO code for Chhatrapati Shivaji International Airport?,VABB
What is the ICAO code for RAF Northolt?,EGWU
What is the ICAO code for Paso Robles Municipal Airport?,KPRB
What is the ICAO code for MidAmerica St. Louis Airport/Scott Air Force Base?,KBLV
What is the ICAO code for Rockhampton Downs Airport?,YRKD
What is the ICAO code for Creston Municipal Airport?,KCSQ
What is the ICAO code for Yogyakarta International Airport?,WAHI
What is the ICAO code for Eday Airport?,EGED
What is the ICAO code for RAF Lossiemouth?,EGQS
What is the ICAO code for Kauhajoki Airfield?,EFKJ
What is the ICAO code for Quepos La Managua Airport?,MRQP
What is the ICAO code for Teniente R. Marsh Airport?,SCRM
What is the ICAO code for Los Perales Airport?,SESV
What is the ICAO code for Québec City Jean Lesage International Airport?,CYQB
What is the ICAO code for Benalla Airport?,YBLA
What is the ICAO code for Nelson Airport?,NZNS
What is the ICAO code for Palo Alto Airport?,KPAO
What is the ICAO code for Swan River Airport?,CZJN
What is the ICAO code for Dschang Airport?,FKKS
What is the ICAO code for Xinyuan Nalati Airport?,ZWNL
What is the ICAO code for Bodinumu Airport?,AYBD
What is the ICAO code for Robert S. Kerr Airport?,KRKR
What is the ICAO code for Stinson Municipal Airport?,KSSF
What is the ICAO code for Cap Skirring Airport?,GOGS
What is the ICAO code for Pondok Cabe Airport?,WIHP
What is the ICAO code for Jardines del Rey Airport?,MUCC
What is the ICAO code for Great Barrier Aerodrome?,NZGB
What is the ICAO code for Noshahr Airport?,OINN
What is the ICAO code for Kalaupapa Airport?,PHLU
What is the ICAO code for Mayaguana Airport?,MYMM
What is the ICAO code for Matak Airport?,WIOM
What is the ICAO code for Sherbrooke Airport?,CYSC
What is the ICAO code for Cooktown Airport?,YCKN
What is the ICAO code for Pilot Point Airport?,PAPN
What is the ICAO code for Joensuu Airport?,EFJO
What is the ICAO code for Zahedan Airport?,OIZH
What is the ICAO code for Sirjan Airport?,OIKY
What is the ICAO code for Nouméa Magenta Airport?,NWWM
What is the ICAO code for King Khaled Military City Airport?,OEKK
What is the ICAO code for Dhaalu Airport?,VRMU
What is the ICAO code for Lonesome Pine Airport?,KLNP
What is the ICAO code for Gamboa Airport?,SCST
What is the ICAO code for Siem Reap–Angkor International Airport?,VDSA
What is the ICAO code for Capitán FAP Renán Elías Olivera Airport?,SPSO
What is the ICAO code for Sylt Airport?,EDXW
What is the ICAO code for Immokalee Regional Airport?,KIMM
What is the ICAO code for Sauðárkrókur Airport?,BIKR
What is the ICAO code for Belize City Municipal Airport?,MZBZ
What is the ICAO code for Staniel Cay Airport?,MYES
What is the ICAO code for Makoua Airport?,FCOM
What is the ICAO code for La Grande/Union County Airport?,KLGD
What is the ICAO code for Papun Airport?,VYPP
What is the ICAO code for Teseney Airport?,HHTS
What is the ICAO code for Karonga Airport?,FWKA
What is the ICAO code for Matamata Airport?,NZMA
What is the ICAO code for Pristina International Airport Adem Jashari?,BKPR
What is the ICAO code for Hartford–Brainard Airport?,KHFD
What is the ICAO code for Ilulissat Airport?,BGJN
What is the ICAO code for Bella Coola Airport?,CYBD
What is the ICAO code for Lee C. Fine Memorial Airport?,KAIZ
What is the ICAO code for Imane Airport?,AYII
What is the ICAO code for Asosa Airport?,HASO
What is the ICAO code for Kashechewan Airport?,CZKE
What is the ICAO code for Rahadi Osman Airport?,WIOK
What is the ICAO code for Ourilândia do Norte Airport?,SDOW
What is the ICAO code for Cootamundra Airport?,YCTM
What is the ICAO code for Ipiaú Airport?,SNIU
What is the ICAO code for Oksapmin Airport?,AYOJ
What is the ICAO code for Mehrabad International Airport?,OIII
What is the ICAO code for Ankavandra Airport?,FMMK
What is the ICAO code for Inongo Airport?,FZBA
What is the ICAO code for Marin County Airport?,KDVO
What is the ICAO code for Schefferville Airport?,CYKL
What is the ICAO code for Los Alamos County Airport?,KLAM
What is the ICAO code for Webequie Airport?,CYWP
What is the ICAO code for Castaway Island Seaplane Base?,NFCS
What is the ICAO code for Igarka Airport?,UOII
What is the ICAO code for Lukulu Airport?,FLLK
What is the ICAO code for Pune Airport?,VAPO
What is the ICAO code for Ruben Cantu Airport?,MPSA
What is the ICAO code for Abruzzo Airport?,LIBP
What is the ICAO code for Stella Maris Airport?,MYLS
What is the ICAO code for Corumbá International Airport?,SBCR
What is the ICAO code for Cooma–Snowy Mountains Airport?,YCOM
What is the ICAO code for Ponciano Arriaga International Airport?,MMSP
What is the ICAO code for Huntsville Municipal Airport?,KUTS
What is the ICAO code for Mfuwe Airport?,FLMF
What is the ICAO code for Talladega Municipal Airport?,KASN
What is the ICAO code for Jamnagar Airport?,VAJM
What is the ICAO code for Heho Airport?,VYHH
What is the ICAO code for Beringin Airport?,WAOM
What is the ICAO code for Ørland Airport?,ENOL
What is the ICAO code for Kahramanmaraş Airport?,LTCN
What is the ICAO code for Bario Airport?,WBGZ
What is the ICAO code for Auki Gwaunaru'u Airport?,AGGA
What is the ICAO code for Guapi Airport?,SKGP
What is the ICAO code for Davenport Municipal Airport?,KDVN
What is the ICAO code for Cachoeiro de Itapemirim Airport?,SNKI
What is the ICAO code for China Bay Airport?,VCCT
What is the ICAO code for Allegheny County Airport?,KAGC
What is the ICAO code for El Tehuelche Airport?,SAVY
What is the ICAO code for Quimper–Cornouaille Airport?,LFRQ
What is the ICAO code for Mont Tremblant International Airport?,CYFJ
What is the ICAO code for Opuwa Airport?,FYOP
What is the ICAO code for Pirapora Airport?,SNPX
What is the ICAO code for Asau Airport?,NSAU
What is the ICAO code for Tingo María Airport?,SPGM
What is the ICAO code for Biała Podlaska Airport?,EPBP
What is the ICAO code for Kolhapur Airport?,VAKP
What is the ICAO code for Rottnest Island Airport?,YRTI
What is the ICAO code for Eisenach-Kindel Airport?,EDGE
What is the ICAO code for Yengema Airport?,GFYE
What is the ICAO code for Kasongo Lunda Airport?,FZOK
What is the ICAO code for Oudtshoorn Airport?,FAOH
What is the ICAO code for Elorza Airport?,SVEZ
What is the ICAO code for Yamaguchi Ube Airport?,RJDC
What is the ICAO code for Attapeu International Airport?,VLAP
What is the ICAO code for Quanzhou Jinjiang International Airport?,ZSQZ
What is the ICAO code for Santa Bárbara de Barinas Airport?,SVSB
What is the ICAO code for Abemama Atoll Airport?,NGTB
What is the ICAO code for Alfonso López Pumarejo Airport?,SKVP
What is the ICAO code for Quinhagak Airport?,PAQH
What is the ICAO code for Smyrna Airport?,KMQY
What is the ICAO code for Moises R. Espinosa Airport?,RPVJ
What is the ICAO code for Greenvale Airport?,YGNV
What is the ICAO code for Saül Airport?,SOOS
What is the ICAO code for Kobe Airport?,RJBE
What is the ICAO code for Moyobamba Airport?,SPBB
What is the ICAO code for Bayankhongor Airport?,ZMBH
What is the ICAO code for Glengyle Airport?,YGLE
What is the ICAO code for Batumi International Airport?,UGSB
What is the ICAO code for Jinan Yaoqiang International Airport?,ZSJN
What is the ICAO code for Tabatinga International Airport?,SBTT
What is the ICAO code for Yuanmou Air Base?,ZPYM
What is the ICAO code for Bella Bella  Airport?,CBBC
What is the ICAO code for Jaén Airport?,SPJE
What is the ICAO code for Sylvester Airport?,KSYV
What is the ICAO code for Tureia Airport?,NTGY
"What is the ICAO code for Samos International Airport""Aristarchos of Samos""?",LGSM
What is the ICAO code for Laughlin Air Force Base?,KDLF
What is the ICAO code for Iconi Airport?,FMCN
What is the ICAO code for Kindu Airport?,FZOA
What is the ICAO code for Francisco Correa da Cruz Airport?,SWHT
What is the ICAO code for Mzuzu Airport?,FWUU
What is the ICAO code for Hagfors Airport?,ESOH
What is the ICAO code for Bialla Airport?,AYBL
What is the ICAO code for Pierre Regional Airport?,KPIR
What is the ICAO code for Quirindi Airport?,YQDI
What is the ICAO code for Frans Sales Lega Airport?,WATG
What is the ICAO code for Tonopah Airport?,KTPH
What is the ICAO code for Arvaikheer Airport?,ZMAH
What is the ICAO code for Georgetown Airport?,YGTN
What is the ICAO code for Albenga Airport?,LIMG
What is the ICAO code for March Air Reserve Base?,KRIV
What is the ICAO code for Sanana Airport?,WAPN
What is the ICAO code for Oktyabrsky Airport?,UWUK
What is the ICAO code for Iași International Airport?,LRIA
What is the ICAO code for Anyang Airport?,ZHAY
What is the ICAO code for Soddu Airport?,HASD
What is the ICAO code for Geneina Airport?,HSGN
What is the ICAO code for Temindung Airport?,WALS
What is the ICAO code for Defiance Memorial Airport?,KDFI
What is the ICAO code for Santiago de Compostela Airport?,LEST
What is the ICAO code for Jabiru Airport?,YJAB
What is the ICAO code for Lappeenranta Airport?,EFLP
What is the ICAO code for Frank Miloye Milenkowichi–Marília State Airport?,SBML
What is the ICAO code for Maun Airport?,FBMN
What is the ICAO code for Bandanaira Airport?,WAPC
What is the ICAO code for Charlotte Douglas International Airport?,KCLT
What is the ICAO code for RAF Mount Pleasant?,EGYP
What is the ICAO code for Gove Airport?,YPGV
What is the ICAO code for Guaíra Airport?,SSGY
What is the ICAO code for Varrelbusch Airport?,EDWU
What is the ICAO code for Velikiye Luki Airport?,ULOL
What is the ICAO code for Wales Airport?,PAIW
What is the ICAO code for Ogden-Hinckley Airport?,KOGD
What is the ICAO code for Osmani International Airport?,VGSY
What is the ICAO code for Ouyen Airport?,YOUY
What is the ICAO code for Nambucca Heads Airport?,YNHS
What is the ICAO code for Accomack County Airport?,KMFV
What is the ICAO code for Matsu Nangan Airport?,RCFG
What is the ICAO code for Beverley Springs Airport?,YBYS
What is the ICAO code for Qarn Alam Airport?,OOGB
What is the ICAO code for Indulkana Airport?,YIDK
What is the ICAO code for Alcides Fernández Airport?,SKAD
What is the ICAO code for Faaite Airport?,NTKF
What is the ICAO code for Uiju Airfield?,ZKUJ
What is the ICAO code for L'Aquila–Preturo Airport?,LIAP
What is the ICAO code for Fuyang Xiguan Airport?,ZSFY
What is the ICAO code for Koyukuk Airport?,PFKU
What is the ICAO code for Tchibanga Airport?,FOOT
What is the ICAO code for Wick Airport?,EGPC
What is the ICAO code for Esperance Airport?,YESP
What is the ICAO code for Powell River Airport?,CYPW
What is the ICAO code for Alexandria Municipal Airport?,KAXN
What is the ICAO code for Kostanay Airport?,UAUU
What is the ICAO code for Cross Lake  Airport?,CYCR
What is the ICAO code for Sindhri Airport?,OPMP
What is the ICAO code for Auburn/Lewiston Municipal Airport?,KLEW
What is the ICAO code for Kwethluk Airport?,PFKW
What is the ICAO code for Cangyuan Washan Airport?,ZPCW
"What is the ICAO code for Oslo Airport, Gardermoen?",ENGM
What is the ICAO code for Kawthaung Airport?,VYKT
What is the ICAO code for Sochi International Airport?,URSS
What is the ICAO code for Chacarita Airport?,MRCH
What is the ICAO code for Alert Bay Airport?,CYAL
What is the ICAO code for Vicksburg Municipal Airport?,KVKS
What is the ICAO code for Presidente Nicolau Lobato International Airport?,WPDL
What is the ICAO code for Shreveport Regional Airport?,KSHV
What is the ICAO code for Sultan Bantilan Airport?,WAMI
What is the ICAO code for Tribhuvan International Airport?,VNKT
What is the ICAO code for São Filipe Airport?,GVSF
What is the ICAO code for Artesia Municipal Airport?,KATS
What is the ICAO code for Kissimmee Gateway Airport?,KISM
What is the ICAO code for Bujumbura International Airport?,HBBA
What is the ICAO code for Moabi Airport?,FOGI
What is the ICAO code for San Vicente Airport?,RPSV
What is the ICAO code for Caiguna Airport?,YCAG
What is the ICAO code for Moisés Benzaquén Rengifo Airport?,SPMS
What is the ICAO code for Karasburg Airport?,FYKB
What is the ICAO code for Burley Municipal Airport?,KBYI
What is the ICAO code for Tazadit Airport?,GQPZ
What is the ICAO code for Inhambane Airport?,FQIN
What is the ICAO code for Akhiok Airport?,PAKH
What is the ICAO code for Ayawasi Airport?,WASA
What is the ICAO code for Yucca Airstrip?,KUCC
What is the ICAO code for Long Apung Airport?,WRLP
What is the ICAO code for JadeWeserAirport?,EDWI
What is the ICAO code for Slayton Municipal Airport?,KDVP
What is the ICAO code for Denis Island Airport?,FSSD
What is the ICAO code for Stockton Metropolitan Airport?,KSCK
What is the ICAO code for Mitiaro Airport?,NCMR
What is the ICAO code for Robert J. Miller Air Park?,KMJX
What is the ICAO code for Le Touquet – Côte d'Opale Airport?,LFAT
What is the ICAO code for Tunta Airport?,FZWT
What is the ICAO code for Hill City Municipal Airport?,KHLC
What is the ICAO code for Nausori International Airport?,NFNA
What is the ICAO code for Auburn Municipal Airport?,KAUN
What is the ICAO code for Itumbiara Airport?,SBIT
What is the ICAO code for Dalma Airport?,OMDL
What is the ICAO code for Izhevsk Airport?,USII
What is the ICAO code for Surat Airport?,VASU
What is the ICAO code for Mafeteng Airport?,FXMF
What is the ICAO code for Kenora Airport?,CYQK
What is the ICAO code for Göteborg City Airport?,ESGP
What is the ICAO code for Tallinn Airport?,EETN
What is the ICAO code for Port Meadville Airport?,KGKJ
What is the ICAO code for Marshalltown Municipal Airport?,KMIW
What is the ICAO code for Beira Airport?,FQBR
What is the ICAO code for Springfield–Branson National Airport?,KSGF
What is the ICAO code for Benbecula Airport?,EGPL
What is the ICAO code for Las Cruces Airport?,SKRU
What is the ICAO code for Grand Strand Airport?,KCRE
What is the ICAO code for Kufra Airport?,HLKF
What is the ICAO code for Razer Airport?,OARZ
What is the ICAO code for Prefeito Octávio de Almeida Neves Airport?,SNJR
What is the ICAO code for Richards Bay Airport?,FARB
What is the ICAO code for Poplar River Airport?,CZNG
What is the ICAO code for Diyarbakır Airport?,LTCC
What is the ICAO code for Myroodah Airport?,YMYR
What is the ICAO code for Vancouver Harbour Flight Centre?,CYHC
What is the ICAO code for Coventry Airport?,EGBE
What is the ICAO code for Helmuth Baungartem Airport?,SSLN
What is the ICAO code for Ross River Airport?,CYDM
What is the ICAO code for Juan Gualberto Gómez Airport?,MUVR
What is the ICAO code for Redcliffe Airport?,NVSR
What is the ICAO code for Orocue Airport?,SKOE
What is the ICAO code for Dawson City Airport?,CYDA
What is the ICAO code for Biarritz Pays Basque Airport?,LFBZ
What is the ICAO code for Hornepayne Municipal Airport?,CYHN
What is the ICAO code for Hydaburg Seaplane Base?,PAHY
What is the ICAO code for South Goulburn Island Airport?,YGBI
What is the ICAO code for Kertajati International Airport?,WICA
What is the ICAO code for Franklin County Airport?,KUOS
What is the ICAO code for Tamana Airport?,NGTM
What is the ICAO code for Batticaloa International Airport?,VCCB
What is the ICAO code for Le Puy – Loudes Airport?,LFHP
What is the ICAO code for Bahía Negra Airport?,SGBN
What is the ICAO code for Pedro Pereira dos Santos Airport?,SNPD
What is the ICAO code for Dulkaninna Airport?,YDLK
What is the ICAO code for Ndjolé Ville Airport?,FOGJ
What is the ICAO code for Catalão Airport?,SWKT
What is the ICAO code for Inagua Airport?,MYIG
What is the ICAO code for Moçâmedes Airport?,FNMO
What is the ICAO code for Grodno Airport?,UMMG
What is the ICAO code for Ürümqi Diwopu International Airport?,ZWWW
What is the ICAO code for Boké Baralande Airport?,GUOK
What is the ICAO code for Miami University Airport?,KOXD
What is the ICAO code for Camfield Airport?,YCFD
What is the ICAO code for Kikori Airport?,AYKK
What is the ICAO code for Francisco Beltrão Airport?,SSFB
What is the ICAO code for El Aguacate Airport?,MHGE
What is the ICAO code for Lviv Danylo Halytskyi International Airport?,UKLL
What is the ICAO code for Pongtiku Airport?,WAWT
What is the ICAO code for Sauce Viejo Airport?,SAAV
What is the ICAO code for Tehachapi Municipal Airport?,KTSP
What is the ICAO code for Lima Allen County Airport?,KAOH
What is the ICAO code for Achinsk Airport?,UNKS
What is the ICAO code for Del Bajío International Airport?,MMLO
What is the ICAO code for Daqing Sartu Airport?,ZYDQ
What is the ICAO code for Frutillar Airport?,SCFI
What is the ICAO code for Fort Scott Municipal Airport?,KFSK
What is the ICAO code for Vidalia Regional Airport?,KVDI
What is the ICAO code for Devi Ahilyabai Holkar International Airport?,VAID
What is the ICAO code for Pickle Lake Airport?,CYPL
What is the ICAO code for Presidente Perón International Airport?,SAZN
What is the ICAO code for Francisco Álvares de Assis Airport?,SBJF
What is the ICAO code for Sri Guru Ram Dass Jee International Airport?,VIAR
What is the ICAO code for Bindlacher Berg Airport?,EDQD
What is the ICAO code for Omboué Hospital Airport?,FOOH
What is the ICAO code for Russian Mission Airport?,PARS
What is the ICAO code for Williston Basin International Airport?,KXWA
What is the ICAO code for Pô Airport?,DFCP
What is the ICAO code for Mohamed Boudiaf International Airport?,DABC
What is the ICAO code for Bathurst Airport?,CZBF
What is the ICAO code for Innsbruck Airport?,LOWI
What is the ICAO code for Moody Air Force Base?,KVAD
What is the ICAO code for Rabi Airport?,NFFR
What is the ICAO code for Elliot Lake Municipal Airport?,CYEL
What is the ICAO code for Alykel Airport?,UOOO
What is the ICAO code for Kamberatoro Airport?,AYTO
What is the ICAO code for Ufa International Airport?,UWUU
What is the ICAO code for Jalaluddin Airport?,WAMG
What is the ICAO code for Al Abraq International Airport?,HLLQ
What is the ICAO code for Herat International Airport?,OAHR
What is the ICAO code for Fairfield Municipal Airport?,KFFL
What is the ICAO code for Ust-Kuyga Airport?,UEBT
What is the ICAO code for Ogdensburg International Airport?,KOGS
What is the ICAO code for Matari Airport?,FZJH
What is the ICAO code for Dawson Creek Airport?,CYDQ
What is the ICAO code for Daniel Field?,KDNL
What is the ICAO code for Sultan Babullah Airport?,WAEE
What is the ICAO code for Harrisburg-Raleigh Airport?,KHSB
What is the ICAO code for Depati Amir Airport?,WIPK
What is the ICAO code for Dubrovnik Airport?,LDDU
What is the ICAO code for Tambacounda Airport?,GOTT
What is the ICAO code for Jijel Ferhat Abbas Airport?,DAAV
What is the ICAO code for Fergana International Airport?,UTKF
What is the ICAO code for Lea County Regional Airport?,KHOB
What is the ICAO code for South Wood County Airport?,KISW
What is the ICAO code for La Esperanza Airport?,MHLE
What is the ICAO code for Miami Municipal Airport?,KMIO
What is the ICAO code for Saint-Jean Airport?,CYJN
What is the ICAO code for Hargeisa International Airport?,HCMH
What is the ICAO code for Beihai Fucheng Airport?,ZGBH
