question,answer
What is the IATA code for Klagenfurt Airport?,KLU
What is the IATA code for Durham Downs Airport?,DHD
What is the IATA code for Lemmon Municipal Airport?,LEM
What is the IATA code for Kenmore Air Harbor?,KEH
What is the IATA code for Juwata International Airport?,TRK
What is the IATA code for Soewondo Air Force Base?,MES
What is the IATA code for Dandugama Seaplane Base?,DGM
What is the IATA code for Gabès – Matmata International Airport?,GAE
What is the IATA code for Ohkay Owingeh Airport?,ESO
What is the IATA code for Anglesey Airport/RAF Valley?,VLY
What is the IATA code for Cape May Airport?,WWD
What is the IATA code for Aragip Airport?,ARP
What is the IATA code for Ayawasi Airport?,AYW
What is the IATA code for Yucca Airstrip?,UCC
What is the IATA code for Bali Airport?,BAJ
What is the IATA code for Lubango Mukanka Airport?,SDD
What is the IATA code for Ulanhot Airport?,HLH
What is the IATA code for Güiria Airport?,GUI
"What is the IATA code for Rørvik Airport, Ryum?",RVK
What is the IATA code for Henry County Airport?,PHT
What is the IATA code for Emo Airport?,EMO
What is the IATA code for Nicholson Airport?,NLS
What is the IATA code for Norrköping Airport?,NRK
What is the IATA code for JadeWeserAirport?,WVN
What is the IATA code for Tsile Tsile Airport?,TSI
What is the IATA code for Moma Airport?,MQJ
What is the IATA code for Alykel Airport?,NSK
What is the IATA code for Barora Airport?,RRI
What is the IATA code for Warsaw Modlin Airport?,WMI
What is the IATA code for Cut Bank Municipal Airport?,CTB
What is the IATA code for Garden County Airport?,OKS
What is the IATA code for Ulyanovsk Vostochny Airport?,ULY
What is the IATA code for Barkley Regional Airport?,PAH
What is the IATA code for Odate–Noshiro Airport?,ONJ
What is the IATA code for Oksapmin Airport?,OKP
What is the IATA code for Poplarville-Pearl River County Airport?,PCU
What is the IATA code for Lombok International Airport?,LOP
What is the IATA code for Osborne Mine Airport?,OSO
What is the IATA code for Bob Baker Memorial Airport?,IAN
What is the IATA code for Lábrea Airport?,LBR
What is the IATA code for Chuathbaluk Airport?,CHU
What is the IATA code for Miramichi Airport?,YCH
What is the IATA code for Gunnison–Crested Butte Regional Airport?,GUC
What is the IATA code for In Amenas Airport?,IAM
What is the IATA code for Kalokol Airport?,KLK
What is the IATA code for NAS Lemoore?,NLC
What is the IATA code for Waspam Airport?,WSP
"What is the IATA code for Vardø Airport, Svartnes?",VAW
What is the IATA code for Gwangju Airport?,KWJ
What is the IATA code for Cacique Aramare Airport?,PYH
What is the IATA code for Roanne Renaison Airport?,RNE
What is the IATA code for Colonsay Airport?,CSA
What is the IATA code for Stroud Municipal Airport?,SUD
What is the IATA code for Tambacounda Airport?,TUD
What is the IATA code for Ruben Cantu Airport?,SYP
What is the IATA code for João Batista Bos Filho Airport?,IJU
What is the IATA code for Columbia County Airport?,HCC
What is the IATA code for Temindung Airport?,SRI
What is the IATA code for Mountain Village Airport?,MOU
What is the IATA code for Gachsaran Airport?,GCH
What is the IATA code for Kashgar Airport?,KHG
What is the IATA code for Placerville Airport?,PVF
What is the IATA code for Hasvik Airport?,HAA
What is the IATA code for Davenport Municipal Airport?,DVN
What is the IATA code for Barrow/Walney Island Airport?,BWF
What is the IATA code for Cooma–Snowy Mountains Airport?,OOM
What is the IATA code for Con Dao Airport?,VCS
What is the IATA code for Severodonetsk Airport?,SEV
What is the IATA code for Thompson Falls Airport?,THM
What is the IATA code for Tawau Airport?,TWU
What is the IATA code for Ilulissat Airport?,JAV
What is the IATA code for Alert Bay Airport?,YAL
What is the IATA code for Moruya Airport?,MYA
What is the IATA code for Yagoua Airport?,GXX
What is the IATA code for Lodwar Airport?,LOK
What is the IATA code for Magic Valley Regional Airport?,TWF
What is the IATA code for Ayers Rock Airport?,AYQ
What is the IATA code for Coronel FAP Alfredo Mendívil Duarte Airport?,AYP
What is the IATA code for Eveleth-Virginia Municipal Airport?,EVM
What is the IATA code for Denizli Çardak Airport?,DNZ
What is the IATA code for Tiksi Airport?,IKS
What is the IATA code for Mauke Airport?,MUK
What is the IATA code for Chiloquin State Airport?,CHZ
What is the IATA code for Chokurdakh Airport?,CKH
What is the IATA code for Namrole Airport?,NRE
What is the IATA code for Minot International Airport?,MOT
What is the IATA code for Jamnagar Airport?,JGA
What is the IATA code for Altus Air Force Base?,LTS
What is the IATA code for Quirindi Airport?,UIR
What is the IATA code for Red Sea International Airport?,RSI
What is the IATA code for Surat Airport?,STV
What is the IATA code for Ouvéa Airport?,UVE
What is the IATA code for Brampton Island Airport?,BMP
What is the IATA code for Jabiru Airport?,JAB
What is the IATA code for Sitia Public Airport?,JSH
What is the IATA code for Karkar Airport?,KRX
What is the IATA code for Mount Barnett Airport?,MBN
What is the IATA code for Abdelhafid Boussouf Bou Chekif Airport?,TID
What is the IATA code for Malalaua Airport?,MLQ
What is the IATA code for Faaite Airport?,FAC
What is the IATA code for Kapalua Airport?,JHM
What is the IATA code for Minangkabau International Airport?,PDG
What is the IATA code for Saint-Yan Airport?,SYT
What is the IATA code for Taipei Songshan Airport?,TSA
What is the IATA code for Clermont Airport?,CMQ
What is the IATA code for Vilhelmina Airport?,VHM
What is the IATA code for Conakry International Airport?,CKY
What is the IATA code for Mitchell Airport?,MTQ
What is the IATA code for Janakpur Airport?,JKR
What is the IATA code for Michigan City Municipal Airport?,MGC
What is the IATA code for Storck Barracks?,ILH
What is the IATA code for Manners Creek Airport?,MFP
What is the IATA code for Shakhtyorsk Airport?,EKS
What is the IATA code for Albano Machado Airport?,NOV
What is the IATA code for Bearskin Lake Airport?,XBE
What is the IATA code for Sabiha Gökçen International Airport?,SAW
What is the IATA code for Pondok Cabe Airport?,PCB
What is the IATA code for Westsound Seaplane Base?,WSX
What is the IATA code for Candala Airport?,CXN
What is the IATA code for CFB Comox?,YQQ
What is the IATA code for General Leobardo C. Ruiz International Airport?,ZCL
What is the IATA code for Lokpriya Gopinath Bordoloi International Airport?,GAU
What is the IATA code for Poltava Airport?,PLV
What is the IATA code for Odienné Airport?,KEO
What is the IATA code for Galbraith Lake Airport?,GBH
What is the IATA code for Pingtung South Airport?,PIF
What is the IATA code for Vilyuysk Airport?,VYI
What is the IATA code for Belgorod International Airport?,EGO
What is the IATA code for Carrillo Airport?,PLD
What is the IATA code for Etimesgut Air Base?,ANK
What is the IATA code for MacDonald Downs Airport?,MNW
What is the IATA code for Springfield–Branson National Airport?,SGF
What is the IATA code for Moises R. Espinosa Airport?,MBT
What is the IATA code for Carson Airport?,CSN
What is the IATA code for Cazombo Airport?,CAV
What is the IATA code for Meadows Field Airport?,BFL
What is the IATA code for Glendale Fokker Field?,GWV
What is the IATA code for Joshua Mqabuko Nkomo International Airport?,BUQ
What is the IATA code for Grand Marais/Cook County Airport?,GRM
What is the IATA code for Coral Harbour Airport?,YZS
What is the IATA code for Alxa Right Banner Badanjilin Airport?,RHT
What is the IATA code for Napaskiak Airport?,PKA
What is the IATA code for Mossendjo Airport?,MSX
What is the IATA code for Winter Haven's Gilbert Airport?,GIF
What is the IATA code for Joensuu Airport?,JOE
What is the IATA code for Linga Linga Airport?,LGN
What is the IATA code for Mildura Airport?,MQL
What is the IATA code for Roman Tmetuchl International Airport?,ROR
What is the IATA code for Savusavu Airport?,SVU
What is the IATA code for Yuendumu Airport?,YUE
What is the IATA code for Sipitang Airstrip?,SPT
What is the IATA code for Ciudad Acuña International Airport?,ACN
What is the IATA code for São Mateus Airport?,SBJ
What is the IATA code for Parker County Airport?,WEA
What is the IATA code for Yalumet Airport?,KYX
What is the IATA code for Vanua Lava Airport?,SLH
What is the IATA code for Sylt Airport?,GWT
What is the IATA code for Chile Chico Airfield?,CCH
What is the IATA code for Yanji Chaoyangchuan Airport?,YNJ
What is the IATA code for Lankaran International Airport?,LLK
What is the IATA code for Nioki Airport?,NIO
What is the IATA code for North Central State Airport?,SFZ
What is the IATA code for Zhigansk Airport?,ZIX
What is the IATA code for Tiska Djanet Airport?,DJG
What is the IATA code for Afyon Airport?,AFY
What is the IATA code for Choiseul Bay Airport?,CHY
What is the IATA code for Châlons Vatry Airport?,XCR
What is the IATA code for Pangsuma Airport?,PSU
What is the IATA code for Hana Airport?,HNM
What is the IATA code for Ranau Airport?,RNU
What is the IATA code for Moses Point Airport?,MOS
What is the IATA code for Wagny Airport?,WGY
What is the IATA code for Exeter International Airport?,EXT
What is the IATA code for Region of Waterloo International Airport?,YKF
What is the IATA code for Douala International Airport?,DLA
What is the IATA code for Kiffa Airport?,KFA
What is the IATA code for Planeta Rica Airport?,PLC
What is the IATA code for Mabuiag Island Airport?,UBB
What is the IATA code for Guajará-Mirim Airport?,GJM
What is the IATA code for Fernando de Noronha Airport?,FEN
What is the IATA code for Atbasar Airport?,ATX
What is the IATA code for St. Catherine International Airport?,SKV
What is the IATA code for Lopéz de Micay Airport?,LMX
What is the IATA code for Orpheus Island Resort Waterport?,ORS
What is the IATA code for Fayetteville Regional Airport?,FAY
What is the IATA code for Ust-Nera Airport?,USR
What is the IATA code for Nome Airport?,OME
What is the IATA code for Tuguegarao Airport?,TUG
What is the IATA code for Pendopo Airport?,PDO
What is the IATA code for Neumünster Airport?,EUM
What is the IATA code for Dubbo Regional Airport?,DBO
What is the IATA code for Curuzú Cuatiá Airport?,UZU
What is the IATA code for Wawoi Falls Airport?,WAJ
What is the IATA code for Olive Branch Airport?,OLV
What is the IATA code for Tôlanaro Airport?,FTU
What is the IATA code for Nartron Field?,RCT
What is the IATA code for Bucholz Army Airfield?,KWA
What is the IATA code for Suai Airport?,UAI
What is the IATA code for Yuanmou Air Base?,YUA
What is the IATA code for Redding Municipal Airport?,RDD
What is the IATA code for Fatmawati Soekarno Airport?,BKS
What is the IATA code for Kandla Airport?,IXY
What is the IATA code for Ponciano Arriaga International Airport?,SLP
What is the IATA code for Cordova Municipal Airport?,CKU
What is the IATA code for River Cess Airport?,RVC
What is the IATA code for Zaria Airport?,ZAR
What is the IATA code for Sule Airport?,ULE
What is the IATA code for Hemavan Tärnaby Airport?,HMV
What is the IATA code for Camfield Airport?,CFI
What is the IATA code for Tari Airport?,TIZ
What is the IATA code for Popondetta Airport?,EIA
What is the IATA code for Homalin Airport?,HOX
What is the IATA code for Ranai Airport?,NTX
What is the IATA code for Tribhuvan International Airport?,KTM
What is the IATA code for Birsa Munda Airport?,IXR
What is the IATA code for Tuticorin Airport?,TCR
What is the IATA code for High Prairie Airport?,ZHP
What is the IATA code for Foula Airfield?,FOA
What is the IATA code for Loreto International Airport?,LTO
What is the IATA code for Bandanaira Airport?,NDA
What is the IATA code for Edward F. Knapp State Airport?,MPV
What is the IATA code for Miami International Airport?,MIA
What is the IATA code for Selaparang Airport?,AMI
What is the IATA code for Filadelfia Airport?,FLM
What is the IATA code for Calvi – Sainte-Catherine Airport?,CLY
What is the IATA code for Bamu Airport?,BMZ
What is the IATA code for Ithaca Tompkins Regional Airport?,ITH
What is the IATA code for Zalingei Airport?,ZLX
What is the IATA code for Sanford Seacoast Regional Airport?,SFM
What is the IATA code for Ukunda Airport?,UKA
What is the IATA code for Oostmalle Airfield?,OBL
What is the IATA code for Council Bluffs Municipal Airport?,CBF
What is the IATA code for Vélizy – Villacoublay Air Base?,VIY
What is the IATA code for Mandalay Chanmyathazi Airport?,VBC
What is the IATA code for Tingo María Airport?,TGI
What is the IATA code for Dala Airport?,BLE
What is the IATA code for Tippi Airport?,TIE
What is the IATA code for Winnipeg James Armstrong Richardson International Airport?,YWG
What is the IATA code for Mulegé Airstrip?,MUG
What is the IATA code for Gamboa Airport?,WCA
What is the IATA code for Coonamble Airport?,CNB
What is the IATA code for Teniente Julio Gallardo Airport?,PNT
What is the IATA code for Greenvale Airport?,GVP
What is the IATA code for Taldykorgan Airport?,TDK
What is the IATA code for Vicksburg Municipal Airport?,VKS
What is the IATA code for Olaya Herrera Airport?,EOH
What is the IATA code for Abruzzo Airport?,PSR
What is the IATA code for Tonopah Airport?,TPH
What is the IATA code for Lae Airport?,LML
What is the IATA code for Le Touquet – Côte d'Opale Airport?,LTQ
What is the IATA code for Shark Bay Airport?,MJK
What is the IATA code for Phillips Army Airfield?,APG
What is the IATA code for Cruz Bay Seaplane Base?,SJF
What is the IATA code for Stevens Village Airport?,SVS
What is the IATA code for Pituffik Space Base?,THU
What is the IATA code for Teller Airport?,TLA
What is the IATA code for Clarence A. Bain Airport?,MAY
What is the IATA code for Göteborg Landvetter Airport?,GOT
What is the IATA code for NOLF Barin?,NHX
What is the IATA code for Tok Junction Airport?,TKJ
What is the IATA code for Sahiwal Airport?,SWN
What is the IATA code for Kingaroy Airport?,KGY
What is the IATA code for Valladolid Airport?,VLL
What is the IATA code for Juan Manuel Gálvez International Airport?,RTB
What is the IATA code for Wick Airport?,WIC
What is the IATA code for Kédougou Airport?,KGG
What is the IATA code for Lambaréné Airport?,LBQ
What is the IATA code for Lumid Pau Airport?,LUB
What is the IATA code for South Bend International Airport?,SBN
What is the IATA code for Ndjolé Ville Airport?,KDJ
What is the IATA code for Pilot Station Airport?,PQS
What is the IATA code for Tehran Imam Khomeini International Airport?,IKA
What is the IATA code for Manga Airport?,MGP
What is the IATA code for Hesa Air Base?,IFH
What is the IATA code for Heihe Airport?,HEK
What is the IATA code for Long Island MacArthur Airport?,ISP
What is the IATA code for Techo International Airport?,KTI
What is the IATA code for Lansdowne Airport?,LDW
What is the IATA code for Ensenada Airport?,ESE
What is the IATA code for Guerrero Negro Airport?,GUB
What is the IATA code for Noshahr Airport?,NSH
What is the IATA code for Skardu Airport?,KDU
What is the IATA code for Xiangyang Liuji Airport?,XFN
What is the IATA code for Dease Lake Airport?,YDL
What is the IATA code for Teseney Airport?,TES
What is the IATA code for Minami-Daito Airport?,MMD
What is the IATA code for Warracknabeal Airport?,WKB
What is the IATA code for Las Gaviotas Airport?,LGT
What is the IATA code for Oakey Army Aviation Centre?,OKY
What is the IATA code for Phoenix Sky Harbor International Airport?,PHX
What is the IATA code for Merrill Field?,MRI
What is the IATA code for Utkela Airport?,UKE
What is the IATA code for Panjang Island Airport?,PPJ
What is the IATA code for Helmuth Baungartem Airport?,LOI
What is the IATA code for Mould Bay Airport?,YMD
What is the IATA code for Lightning Ridge Airport?,LHG
What is the IATA code for Jacksonville Municipal Airport?,IJX
What is the IATA code for Cafunfo Airport?,CFF
What is the IATA code for Mercedita Airport?,PSE
What is the IATA code for Fair Isle Airport?,FIE
What is the IATA code for McGrath Airport?,MCG
What is the IATA code for Summit Airport?,UMM
What is the IATA code for Gilze-Rijen Air Base?,GLZ
What is the IATA code for Oudtshoorn Airport?,OUH
What is the IATA code for Savo Airport?,SVY
What is the IATA code for Itokama Airport?,ITK
What is the IATA code for Melinda Airport?,MDB
What is the IATA code for Naracoorte Airport?,NAC
What is the IATA code for Kondavattavan Tank Seaplane Base?,AFK
What is the IATA code for Bettles Airport?,BTT
What is the IATA code for Tehachapi Municipal Airport?,TSP
What is the IATA code for Yarmouth Airport?,YQI
What is the IATA code for Saint-François Airport?,SFC
What is the IATA code for Long Sukang Airport?,LSU
What is the IATA code for Paratebueno Airport?,EUO
What is the IATA code for Kasongo Lunda Airport?,KGN
What is the IATA code for Decorah Municipal Airport?,DEH
What is the IATA code for Kondubol Airport?,KPF
What is the IATA code for Lihir Island Airport?,LNV
What is the IATA code for Cushing Municipal Airport?,CUH
What is the IATA code for Siassi Airport?,SSS
What is the IATA code for Idre Airport?,IDB
What is the IATA code for Travis Air Force Base?,SUU
What is the IATA code for Burao Airport?,BUO
What is the IATA code for Pune Airport?,PNQ
What is the IATA code for RAF Northolt?,NHT
What is the IATA code for Dubai Creek Seaplane Base?,DCG
What is the IATA code for Al Bateen Executive Airport?,AZI
What is the IATA code for Maverick County Memorial International Airport?,EGP
What is the IATA code for Ghadames Airport?,LTD
What is the IATA code for Hastings Municipal Airport?,HSI
"What is the IATA code for ""Solidarity"" Szczecin–Goleniów Airport?",SZZ
What is the IATA code for Stroudsburg–Pocono Airport?,ESP
What is the IATA code for Brookings Regional Airport?,BKX
What is the IATA code for Nnamdi Azikiwe International Airport?,ABV
What is the IATA code for Maripasoula Airport?,MPY
What is the IATA code for Buin Airport?,UBI
What is the IATA code for Hyder Seaplane Base?,WHD
What is the IATA code for Teruel Airport?,TEV
What is the IATA code for Shreveport Regional Airport?,SHV
What is the IATA code for Zaporizhzhia International Airport?,OZH
What is the IATA code for Zanjan Airport?,JWN
What is the IATA code for Arturo Merino Benítez International Airport?,SCL
What is the IATA code for Kamloops Airport?,YKA
What is the IATA code for Kauehi Aerodrome?,KHZ
What is the IATA code for St. Lewis  Airport?,YFX
What is the IATA code for María Montez International Airport?,BRX
What is the IATA code for Balıkesir Airport?,BZI
What is the IATA code for Tumxuk Tangwangcheng Airport?,TWC
What is the IATA code for Browns Airport?,EPG
What is the IATA code for Tokushima Airport?,TKS
What is the IATA code for Diyarbakır Airport?,DIY
What is the IATA code for Chichester/Goodwood Airport?,QUG
What is the IATA code for Hola Airport?,HOA
What is the IATA code for Ust-Ilimsk Airport?,UIK
What is the IATA code for Dodoma Airport?,DOD
What is the IATA code for Jasper County Airport?,JAS
What is the IATA code for Ankavandra Airport?,JVA
What is the IATA code for Bogande Airport?,XBG
What is the IATA code for Munbil Airport?,LNF
What is the IATA code for Astoria Regional Airport?,AST
What is the IATA code for Bergerac Dordogne Périgord Airport?,EGC
What is the IATA code for Pasighat Airport?,IXT
What is the IATA code for Fianarantsoa Airport?,WFI
What is the IATA code for Kapuskasing Airport?,YYU
What is the IATA code for Colonia Airport?,CYR
What is the IATA code for Tehuacán Airport?,TCN
What is the IATA code for Iloilo International Airport?,ILO
What is the IATA code for Papun Airport?,PPU
What is the IATA code for Finke Airport?,FIK
What is the IATA code for Fayzabad Airport?,FBD
What is the IATA code for Franca Airport?,FRC
What is the IATA code for São Lourenço Airport?,SSO
What is the IATA code for Chacalluta International Airport?,ARI
What is the IATA code for Bella Coola Airport?,QBC
What is the IATA code for Copalar Airport?,CJT
What is the IATA code for Paso Robles Municipal Airport?,PRB
What is the IATA code for Kavalerovo Airport?,KVR
What is the IATA code for MCAS Miramar?,NKX
What is the IATA code for St. Louis Downtown Airport?,CPS
What is the IATA code for Hangzhou Xiaoshan International Airport?,HGH
What is the IATA code for Ivalo Airport?,IVL
What is the IATA code for Dimbokro Airport?,DIM
What is the IATA code for Black Tickle Airport?,YBI
What is the IATA code for Caloundra Airport?,CUD
What is the IATA code for RAFO Thumrait?,TTH
What is the IATA code for Mougulu Airport?,GUV
What is the IATA code for Balkanabat International Airport?,BKN
What is the IATA code for San José Airport?,GSJ
What is the IATA code for Fuyang Xiguan Airport?,FUG
What is the IATA code for Grand Central Airport?,GCJ
What is the IATA code for Teniente General Benjamín Matienzo International Airport?,TUC
What is the IATA code for Rockhampton Downs Airport?,RDA
What is the IATA code for Lansdowne House Airport?,YLH
What is the IATA code for Tehini Airport?,BQO
What is the IATA code for Paradise Skypark?,PYS
What is the IATA code for Zvartnots International Airport?,EVN
What is the IATA code for Perth Airport?,PSL
What is the IATA code for Bunyu Airport?,BYQ
What is the IATA code for San Luis Obispo County Regional Airport?,SBP
What is the IATA code for Golfito Airport?,GLF
What is the IATA code for Burns Municipal Airport?,BNO
What is the IATA code for Phoenix–Mesa Gateway Airport?,AZA
What is the IATA code for Chipinge Airport?,CHJ
What is the IATA code for Robert  Curtis Memorial Airport?,ORV
What is the IATA code for Torwood Airport?,TWP
What is the IATA code for Cahors - Lalbenque Airport?,ZAO
What is the IATA code for Wallal Airport?,WLA
What is the IATA code for Kaohsiung International Airport?,KHH
What is the IATA code for El Aguacate Airport?,CAA
What is the IATA code for Kirkimbie Airport?,KBB
What is the IATA code for Koszalin-Zegrze Pomorskie Airport?,OSZ
What is the IATA code for Lewiston–Nez Perce County Airport?,LWS
What is the IATA code for Rovaniemi Airport?,RVN
What is the IATA code for Ferdinand Lumban Tobing Airport?,FLZ
What is the IATA code for Ileg Airport?,ILX
What is the IATA code for Poplar River Airport?,XPP
What is the IATA code for Chadron Municipal Airport?,CDR
What is the IATA code for Kenema Airport?,KEN
What is the IATA code for Hannover Airport?,HAJ
What is the IATA code for Hsinchu Air Base?,HSZ
What is the IATA code for March Air Reserve Base?,RIV
What is the IATA code for Red Devil Airport?,RDV
What is the IATA code for Torembi Airport?,TCJ
What is the IATA code for Lima Allen County Airport?,AOH
What is the IATA code for Cincinnati Municipal Airport?,LUK
What is the IATA code for Mocopulli Airport?,MHC
What is the IATA code for Cross Lake  Airport?,YCR
What is the IATA code for Aydın Airport?,CII
What is the IATA code for Farewell Airport?,FWL
What is the IATA code for Nha Trang Air Base?,NHA
What is the IATA code for Mount Gambier Airport?,MGB
What is the IATA code for St. Theresa Point Airport?,YST
What is the IATA code for Dongsha Island Airport?,DSX
What is the IATA code for Stephens County Airport?,BKD
What is the IATA code for Fort Bridger Airport?,FBR
What is the IATA code for Mykolaiv International Airport?,NLV
What is the IATA code for Hengchun Airport?,HCN
What is the IATA code for Saumlaki Airport?,SXK
What is the IATA code for Doongan Airport?,DNG
What is the IATA code for Omsk Tsentralny Airport?,OMS
What is the IATA code for Oyem Airport?,OYE
What is the IATA code for Point Baker Seaplane Base?,KPB
What is the IATA code for Old Harbor Airport?,OLH
What is the IATA code for Asosa Airport?,ASO
What is the IATA code for Gillette–Campbell County Airport?,GCC
What is the IATA code for Pantelleria Airport?,PNL
What is the IATA code for Kunua Airport?,KTK
What is the IATA code for Samburu Airport?,UAS
What is the IATA code for Bakelalan Airport?,BKM
What is the IATA code for Ruoqiang Loulan Airport?,RQA
What is the IATA code for Faribault Municipal Airport?,FBL
What is the IATA code for Dazhou Jinya Airport?,DZH
What is the IATA code for San Quintín Military Airstrip?,SNQ
What is the IATA code for Pine Cay Airport?,PIC
What is the IATA code for Hakodate Airport?,HKD
What is the IATA code for Otjiwarongo Airport?,OTJ
What is the IATA code for Waterloo Regional Airport?,ALO
What is the IATA code for Bulchi Airport?,BCY
What is the IATA code for Raduzhny Airport?,RAT
What is the IATA code for Muskrat Dam Airport?,MSA
What is the IATA code for Garaina Airport?,GAR
What is the IATA code for Creston Municipal Airport?,CSQ
What is the IATA code for Cross City Airport?,CTY
What is the IATA code for Wayne County Airport?,BJJ
What is the IATA code for Elfin Cove Seaplane Base?,ELV
What is the IATA code for Cuddihy Field?,CUX
What is the IATA code for Yankisa Airport?,YEQ
What is the IATA code for Waterford Airport?,WAT
What is the IATA code for Qikiqtarjuaq Airport?,YVM
What is the IATA code for Inagua Airport?,IGA
What is the IATA code for Auburn/Lewiston Municipal Airport?,LEW
What is the IATA code for Belo Horizonte/Pampulha – Carlos Drummond de Andrade Airport?,PLU
What is the IATA code for Juan Gualberto Gómez Airport?,VRA
What is the IATA code for Husein Sastranegara International Airport?,BDO
What is the IATA code for Biarritz Pays Basque Airport?,BIQ
What is the IATA code for Montrose Regional Airport?,MTJ
What is the IATA code for Taiz International Airport?,TAI
What is the IATA code for Lismore Airport?,LSY
What is the IATA code for Auki Gwaunaru'u Airport?,AKS
What is the IATA code for Akure Airport?,AKR
What is the IATA code for Toulon–Hyères Airport?,TLN
What is the IATA code for Orlando International Airport?,MCO
"What is the IATA code for Skopje ""Alexander the Great"" Airport?",SKP
What is the IATA code for Kéniéba Airport?,KNZ
What is the IATA code for Hof–Plauen Airport?,HOQ
What is the IATA code for Seosan Air Base?,HMY
What is the IATA code for Alliance Municipal Airport?,AIA
What is the IATA code for Taichung Airport?,RMQ
What is the IATA code for Presidente Prudente Airport?,PPB
What is the IATA code for Delaware County Regional Airport?,MIE
What is the IATA code for Pope Field?,GFD
What is the IATA code for Lubbock Preston Smith International Airport?,LBB
What is the IATA code for Merluna Airport?,MLV
What is the IATA code for Diamantina Airport?,DTI
What is the IATA code for Ocean City Municipal Airport?,OCE
What is the IATA code for metropolitan area2?,RIO
What is the IATA code for Alenquer Airport?,ALT
What is the IATA code for Tol Airport?,TLO
What is the IATA code for Aggeneys Airport?,AGZ
What is the IATA code for Örnsköldsvik Airport?,OER
What is the IATA code for Greater Cumberland Regional Airport?,CBE
What is the IATA code for Evelio Javier Airport?,EUQ
What is the IATA code for Mora–Siljan Airport?,MXX
What is the IATA code for Minna Airport?,MXJ
What is the IATA code for Soddu Airport?,SXU
What is the IATA code for Toussaint L'Ouverture International Airport?,PAP
What is the IATA code for Alegrete Airport?,ALQ
What is the IATA code for Jorhat Airport?,JRH
What is the IATA code for Jaisalmer Airport?,JSA
What is the IATA code for Donetsk International Airport?,DOK
What is the IATA code for Safia Airport?,SFU
What is the IATA code for Juancho E. Yrausquin Airport?,SAB
What is the IATA code for Dunwich Airport?,SRR
What is the IATA code for Lone Star Executive Airport?,CXO
What is the IATA code for Auburn Municipal Airport?,AUN
What is the IATA code for Los Perales Airport?,BHA
What is the IATA code for Manaung Airport?,MGU
What is the IATA code for Bikini Atoll Airport?,BII
What is the IATA code for Gambela Airport?,GMB
What is the IATA code for Nova Xavantina Airport?,NOK
What is the IATA code for Queenstown Airport?,UTW
What is the IATA code for Kastellorizo Island Public Airport?,KZS
What is the IATA code for Bento Gonçalves Airport?,BGV
What is the IATA code for Enfidha-Hammamet International Airport?,NBE
What is the IATA code for Guápiles Airport?,GPL
What is the IATA code for Robert S. Kerr Airport?,RKR
What is the IATA code for Yas Island Seaplane Base?,AYM
What is the IATA code for Chisasibi Airport?,YKU
What is the IATA code for Brighton Downs Airport?,BHT
What is the IATA code for Makemo Airport?,MKP
What is the IATA code for Mbambanakira Airport?,MBU
What is the IATA code for Xangongo Airport?,XGN
What is the IATA code for Zhengzhou Xinzheng International Airport?,CGO
What is the IATA code for Nepalgunj Airport?,KEP
What is the IATA code for Beringin Airport?,GXA
What is the IATA code for Thorshofn Airport?,THO
What is the IATA code for Hakkari Yüksekova Airport?,YKO
What is the IATA code for Taltheilei Narrows Airport?,GSL
What is the IATA code for Kilkenny Airport?,KKY
What is the IATA code for Moyobamba Airport?,MBP
What is the IATA code for Aiyura Airport?,AYU
What is the IATA code for Wangerooge Airfield?,AGE
What is the IATA code for Anyang Airport?,AYN
What is the IATA code for Zenata – Messali El Hadj Airport?,TLM
What is the IATA code for Awasa Airport?,AWA
What is the IATA code for RAF Honington?,BEQ
What is the IATA code for Joinville-Lauro Carneiro de Loyola Airport?,JOI
What is the IATA code for Buchanan Field Airport?,CCR
What is the IATA code for Zapala Airport?,APZ
What is the IATA code for Mondulkiri Airport?,MWV
What is the IATA code for Ravensthorpe Airport?,RVT
What is the IATA code for Hector Silva Airstrip?,BCV
What is the IATA code for Minute Man Air Field?,MMN
What is the IATA code for Coll Airport?,COL
What is the IATA code for Frans Kaisiepo Airport?,BIK
What is the IATA code for Dalma Airport?,ZDY
What is the IATA code for Riyan Airport?,RIY
What is the IATA code for Morehead Airport?,MHY
What is the IATA code for Cam Ranh International Airport?,CXR
What is the IATA code for Tchongorove Airport?,IGE
What is the IATA code for Tsimiroro Airport?,TZO
What is the IATA code for Sparti Airport?,SPJ
What is the IATA code for La Sarre Airport?,SSQ
What is the IATA code for Bugulma Airport?,UUA
What is the IATA code for Bourges Airport?,BOU
What is the IATA code for Cortez Municipal Airport?,CEZ
What is the IATA code for metropolitan area4?,SFY
What is the IATA code for Griffith Airport?,GFF
What is the IATA code for Guanaja Airport?,GJA
What is the IATA code for Futaleufú Airfield?,FFU
What is the IATA code for Nicosia International Airport1?,NIC
What is the IATA code for Carlos Concha Torres International Airport?,ESM
What is the IATA code for Atyrau Airport?,GUW
What is the IATA code for Malda Airport?,LDA
What is the IATA code for Harrisburg International Airport?,MDT
What is the IATA code for Sainte Marie Airport?,SMS
What is the IATA code for Nhon Co Airport?,HOO
What is the IATA code for Antwerp International Airport?,ANR
What is the IATA code for Shilavo Airport?,HIL
What is the IATA code for Anatom Airport?,AUY
What is the IATA code for Ziguinchor Airport?,ZIG
What is the IATA code for Bamyan Airport?,BIN
